seed,condition,epoch,phase,burst,task_count,closed,closure_rate_bps,operational_debt_auc,cost_to_close_units,validation_failures,parse_failures,retries,unresolved_obligations,attempts,char_budget,latency_ms,active_mutation_ids,active_mutation_epoch_count,hard_floor_regression_count,rollback_failures
20260510,strong_positive_control,18,longrun_eval,context_budget_burst,8,6,7500,4,17469,2,0,0,2,8,1719,77560,[],0,0,0
20260510,strong_positive_control,19,longrun_eval,receipt_family_burst,8,5,6250,6,17729,3,0,0,3,8,1540,81922,[],0,0,0
20260510,strong_positive_control,20,longrun_eval,safe_expression_burst,8,6,7500,4,16729,2,0,0,2,8,1623,71095,[],0,0,0
20260510,strong_rule_adaptive_control,4,longrun_eval,schema_drift,8,4,5000,8,16655,4,0,0,4,8,1533,71249,[],0,0,0
20260510,strong_rule_adaptive_control,5,longrun_eval,validator_burst,8,6,7500,4,16800,2,0,0,2,8,1622,71820,[],0,0,0
20260510,strong_rule_adaptive_control,6,longrun_eval,context_budget_burst,8,6,7500,4,17148,2,0,0,2,8,1622,75292,[],0,0,0
20260510,strong_rule_adaptive_control,7,longrun_eval,receipt_family_burst,8,5,6250,6,21299,3,0,0,3,8,1794,115089,[],0,0,0
20260510,strong_rule_adaptive_control,8,longrun_eval,safe_expression_burst,8,6,7500,4,19504,2,0,0,2,8,1696,98124,[],0,0,0
20260510,strong_rule_adaptive_control,9,longrun_eval,recovery,8,5,6250,6,18604,3,0,0,3,8,1615,89924,[],0,0,0
20260510,strong_rule_adaptive_control,10,longrun_eval,schema_drift,8,6,7500,4,18255,2,0,0,2,8,1667,85909,[],0,0,0
20260510,strong_rule_adaptive_control,11,longrun_eval,validator_burst,8,6,7500,4,18531,2,0,0,2,8,1623,89124,[],0,0,0
20260510,strong_rule_adaptive_control,12,longrun_eval,context_budget_burst,8,6,7500,4,18000,2,0,0,2,8,1617,83862,[],0,0,0
20260510,strong_rule_adaptive_control,13,longrun_eval,receipt_family_burst,8,6,7500,4,17711,2,0,0,2,8,1634,80798,[],0,0,0
20260510,strong_rule_adaptive_control,14,longrun_eval,safe_expression_burst,8,5,6250,6,21572,3,0,0,3,8,1753,118227,[],0,0,0
20260510,strong_rule_adaptive_control,15,longrun_eval,recovery,8,4,5000,8,16598,4,0,0,4,8,1535,70680,[],0,0,0
20260510,strong_rule_adaptive_control,16,longrun_eval,schema_drift,8,4,5000,8,26227,4,0,0,4,8,1973,162569,[],0,0,0
20260510,strong_rule_adaptive_control,17,longrun_eval,validator_burst,8,6,7500,4,16648,2,0,0,2,8,1533,71194,[],0,0,0
20260510,strong_rule_adaptive_control,18,longrun_eval,context_budget_burst,8,6,7500,4,17134,2,0,0,2,8,1719,74185,[],0,0,0
20260510,strong_rule_adaptive_control,19,longrun_eval,receipt_family_burst,8,5,6250,6,17493,3,0,0,3,8,1540,79564,[],0,0,0
20260510,strong_rule_adaptive_control,20,longrun_eval,safe_expression_burst,8,6,7500,4,16665,2,0,0,2,8,1623,70453,[],0,0,0
20260510,strong_static_calibrated,4,longrun_eval,schema_drift,8,4,5000,8,16814,4,0,0,4,8,1533,72834,[],0,0,0
20260510,strong_static_calibrated,5,longrun_eval,validator_burst,8,6,7500,4,16840,2,0,0,2,8,1622,72212,[],0,0,0
20260510,strong_static_calibrated,6,longrun_eval,context_budget_burst,8,6,7500,4,17169,2,0,0,2,8,1622,75504,[],0,0,0
20260510,strong_static_calibrated,7,longrun_eval,receipt_family_burst,8,5,6250,6,21407,3,0,0,3,8,1794,116166,[],0,0,0
20260510,strong_static_calibrated,8,longrun_eval,safe_expression_burst,8,6,7500,4,19515,2,0,0,2,8,1696,98214,[],0,0,0
20260510,strong_static_calibrated,9,longrun_eval,recovery,8,5,6250,6,18591,3,0,0,3,8,1615,89800,[],0,0,0
20260510,strong_static_calibrated,10,longrun_eval,schema_drift,8,6,7500,4,18275,2,0,0,2,8,1667,86107,[],0,0,0
20260510,strong_static_calibrated,11,longrun_eval,validator_burst,8,6,7500,4,18580,2,0,0,2,8,1623,89603,[],0,0,0
20260510,strong_static_calibrated,12,longrun_eval,context_budget_burst,8,6,7500,4,17990,2,0,0,2,8,1617,83771,[],0,0,0
20260510,strong_static_calibrated,13,longrun_eval,receipt_family_burst,8,6,7500,4,17524,2,0,0,2,8,1634,78925,[],0,0,0
20260510,strong_static_calibrated,14,longrun_eval,safe_expression_burst,8,5,6250,6,21472,3,0,0,3,8,1753,117236,[],0,0,0
20260510,strong_static_calibrated,15,longrun_eval,recovery,8,4,5000,8,16611,4,0,0,4,8,1535,70793,[],0,0,0
20260510,strong_static_calibrated,16,longrun_eval,schema_drift,8,4,5000,8,26047,4,0,0,4,8,1973,160783,[],0,0,0
20260510,strong_static_calibrated,17,longrun_eval,validator_burst,8,6,7500,4,16645,2,0,0,2,8,1533,71153,[],0,0,0
20260510,strong_static_calibrated,18,longrun_eval,context_budget_burst,8,6,7500,4,17194,2,0,0,2,8,1719,74789,[],0,0,0
20260510,strong_static_calibrated,19,longrun_eval,receipt_family_burst,8,5,6250,6,17565,3,0,0,3,8,1540,80285,[],0,0,0
20260510,strong_static_calibrated,20,longrun_eval,safe_expression_burst,8,6,7500,4,16664,2,0,0,2,8,1623,70458,[],0,0,0
20260511,oasg_adaptive_from_strong,4,longrun_eval,schema_drift,8,5,6250,6,17748,3,0,0,3,8,1579,81728,[],0,0,0
20260511,oasg_adaptive_from_strong,5,longrun_eval,validator_burst,8,5,6250,6,16683,3,0,0,3,8,1525,71617,[],0,0,0
20260511,oasg_adaptive_from_strong,6,longrun_eval,context_budget_burst,8,4,5000,8,21416,4,0,0,4,8,1748,116713,[],0,0,0
20260511,oasg_adaptive_from_strong,7,longrun_eval,receipt_family_burst,8,5,6250,6,16812,3,0,0,3,8,1573,72425,[],0,0,0
20260511,oasg_adaptive_from_strong,8,longrun_eval,safe_expression_burst,8,5,6250,6,21591,3,0,0,3,8,1794,118006,[],0,0,0
20260511,oasg_adaptive_from_strong,9,longrun_eval,recovery,8,5,6250,6,16915,3,0,0,3,8,1525,73957,[],0,0,0
20260511,oasg_adaptive_from_strong,10,longrun_eval,schema_drift,8,6,7500,4,18507,2,0,0,2,8,1658,88527,[],0,0,0
20260511,oasg_adaptive_from_strong,11,longrun_eval,validator_burst,8,5,6250,6,16848,3,0,0,3,8,1579,72716,[],0,0,0
20260511,oasg_adaptive_from_strong,12,longrun_eval,context_budget_burst,8,6,7500,4,18000,2,0,0,2,8,1661,83431,[],0,0,0
20260511,oasg_adaptive_from_strong,13,longrun_eval,receipt_family_burst,8,6,7500,4,16830,2,0,0,2,8,1673,71607,[],0,0,0
20260511,oasg_adaptive_from_strong,14,longrun_eval,safe_expression_burst,8,5,6250,6,16789,3,0,0,3,8,1534,72584,[],0,0,0
20260511,oasg_adaptive_from_strong,15,longrun_eval,recovery,8,5,6250,6,21636,3,0,0,3,8,1759,118814,[],0,0,0
20260511,oasg_adaptive_from_strong,16,longrun_eval,schema_drift,8,6,7500,4,19060,2,0,0,2,8,1715,93474,[],0,0,0
20260511,oasg_adaptive_from_strong,17,longrun_eval,validator_burst,8,6,7500,4,18766,2,0,0,2,8,1616,91533,[],0,0,0
20260511,oasg_adaptive_from_strong,18,longrun_eval,context_budget_burst,8,6,7500,4,16899,2,0,0,2,8,1627,72761,[],0,0,0
20260511,oasg_adaptive_from_strong,19,longrun_eval,receipt_family_burst,8,7,8750,2,17983,1,0,0,1,8,1715,82708,[],0,0,0
20260511,oasg_adaptive_from_strong,20,longrun_eval,safe_expression_burst,8,6,7500,4,16568,2,0,0,2,8,1533,70391,[],0,0,0
20260511,strong_positive_control,4,longrun_eval,schema_drift,8,5,6250,6,17574,3,0,0,3,8,1579,79988,[],0,0,0
20260511,strong_positive_control,5,longrun_eval,validator_burst,8,5,6250,6,16612,3,0,0,3,8,1525,70896,[],0,0,0
20260511,strong_positive_control,6,longrun_eval,context_budget_burst,8,4,5000,8,21246,4,0,0,4,8,1748,115015,[],0,0,0
20260511,strong_positive_control,7,longrun_eval,receipt_family_burst,8,5,6250,6,16744,3,0,0,3,8,1573,71739,[],0,0,0
20260511,strong_positive_control,8,longrun_eval,safe_expression_burst,8,5,6250,6,21833,3,0,0,3,8,1794,120418,[],0,0,0
20260511,strong_positive_control,9,longrun_eval,recovery,8,5,6250,6,16993,3,0,0,3,8,1525,74710,[],0,0,0
20260511,strong_positive_control,10,longrun_eval,schema_drift,8,6,7500,4,18524,2,0,0,2,8,1658,88685,[],0,0,0
20260511,strong_positive_control,11,longrun_eval,validator_burst,8,5,6250,6,16812,3,0,0,3,8,1579,72375,[],0,0,0
20260511,strong_positive_control,12,longrun_eval,context_budget_burst,8,6,7500,4,18031,2,0,0,2,8,1661,83743,[],0,0,0
20260511,strong_positive_control,13,longrun_eval,receipt_family_burst,8,6,7500,4,16753,2,0,0,2,8,1673,70857,[],0,0,0
20260511,strong_positive_control,14,longrun_eval,safe_expression_burst,8,5,6250,6,16913,3,0,0,3,8,1534,73826,[],0,0,0
20260511,strong_positive_control,15,longrun_eval,recovery,8,5,6250,6,21673,3,0,0,3,8,1759,119186,[],0,0,0
20260511,strong_positive_control,16,longrun_eval,schema_drift,8,6,7500,4,19026,2,0,0,2,8,1715,93136,[],0,0,0
20260511,strong_positive_control,17,longrun_eval,validator_burst,8,6,7500,4,18423,2,0,0,2,8,1616,88108,[],0,0,0
20260511,strong_positive_control,18,longrun_eval,context_budget_burst,8,6,7500,4,16683,2,0,0,2,8,1627,70601,[],0,0,0
20260511,strong_positive_control,19,longrun_eval,receipt_family_burst,8,7,8750,2,17879,1,0,0,1,8,1715,81675,[],0,0,0
20260511,strong_positive_control,20,longrun_eval,safe_expression_burst,8,6,7500,4,16836,2,0,0,2,8,1533,73069,[],0,0,0
20260511,strong_rule_adaptive_control,4,longrun_eval,schema_drift,8,5,6250,6,17504,3,0,0,3,8,1579,79283,[],0,0,0
20260511,strong_rule_adaptive_control,5,longrun_eval,validator_burst,8,5,6250,6,16528,3,0,0,3,8,1525,70073,[],0,0,0
20260511,strong_rule_adaptive_control,6,longrun_eval,context_budget_burst,8,4,5000,8,21209,4,0,0,4,8,1748,114645,[],0,0,0
20260511,strong_rule_adaptive_control,7,longrun_eval,receipt_family_burst,8,5,6250,6,16696,3,0,0,3,8,1573,71267,[],0,0,0
20260511,strong_rule_adaptive_control,8,longrun_eval,safe_expression_burst,8,5,6250,6,21426,3,0,0,3,8,1794,116362,[],0,0,0
20260511,strong_rule_adaptive_control,9,longrun_eval,recovery,8,5,6250,6,16804,3,0,0,3,8,1525,72818,[],0,0,0
20260511,strong_rule_adaptive_control,10,longrun_eval,schema_drift,8,6,7500,4,18826,2,0,0,2,8,1658,91710,[],0,0,0
20260511,strong_rule_adaptive_control,11,longrun_eval,validator_burst,8,5,6250,6,16865,3,0,0,3,8,1579,72883,[],0,0,0
20260511,strong_rule_adaptive_control,12,longrun_eval,context_budget_burst,8,6,7500,4,18302,2,0,0,2,8,1661,86464,[],0,0,0
20260511,strong_rule_adaptive_control,13,longrun_eval,receipt_family_burst,8,6,7500,4,16907,2,0,0,2,8,1673,72375,[],0,0,0
20260511,strong_rule_adaptive_control,14,longrun_eval,safe_expression_burst,8,5,6250,6,16928,3,0,0,3,8,1534,73972,[],0,0,0
20260511,strong_rule_adaptive_control,15,longrun_eval,recovery,8,5,6250,6,21755,3,0,0,3,8,1759,119983,[],0,0,0
20260511,strong_rule_adaptive_control,16,longrun_eval,schema_drift,8,6,7500,4,19075,2,0,0,2,8,1715,93630,[],0,0,0
20260511,strong_rule_adaptive_control,17,longrun_eval,validator_burst,8,6,7500,4,18596,2,0,0,2,8,1616,89826,[],0,0,0
20260511,strong_rule_adaptive_control,18,longrun_eval,context_budget_burst,8,6,7500,4,16732,2,0,0,2,8,1627,71087,[],0,0,0
20260511,strong_rule_adaptive_control,19,longrun_eval,receipt_family_burst,8,7,8750,2,17894,1,0,0,1,8,1715,81833,[],0,0,0
20260511,strong_rule_adaptive_control,20,longrun_eval,safe_expression_burst,8,6,7500,4,16555,2,0,0,2,8,1533,70253,[],0,0,0
20260511,strong_static_calibrated,4,longrun_eval,schema_drift,8,5,6250,6,17628,3,0,0,3,8,1579,80538,[],0,0,0
20260511,strong_static_calibrated,5,longrun_eval,validator_burst,8,5,6250,6,16585,3,0,0,3,8,1525,70644,[],0,0,0
20260511,strong_static_calibrated,6,longrun_eval,context_budget_burst,8,4,5000,8,21181,4,0,0,4,8,1748,114362,[],0,0,0
20260511,strong_static_calibrated,7,longrun_eval,receipt_family_burst,8,5,6250,6,16640,3,0,0,3,8,1573,70709,[],0,0,0
20260511,strong_static_calibrated,8,longrun_eval,safe_expression_burst,8,5,6250,6,21443,3,0,0,3,8,1794,116533,[],0,0,0
20260511,strong_static_calibrated,9,longrun_eval,recovery,8,5,6250,6,16972,3,0,0,3,8,1525,74496,[],0,0,0
20260511,strong_static_calibrated,10,longrun_eval,schema_drift,8,6,7500,4,18500,2,0,0,2,8,1658,88452,[],0,0,0
20260511,strong_static_calibrated,11,longrun_eval,validator_burst,8,5,6250,6,16838,3,0,0,3,8,1579,72630,[],0,0,0
20260511,strong_static_calibrated,12,longrun_eval,context_budget_burst,8,6,7500,4,18245,2,0,0,2,8,1661,85858,[],0,0,0
20260511,strong_static_calibrated,13,longrun_eval,receipt_family_burst,8,6,7500,4,16997,2,0,0,2,8,1673,73276,[],0,0,0
