seed,condition,epoch,phase,burst,task_count,closed,closure_rate_bps,operational_debt_auc,cost_to_close_units,validation_failures,parse_failures,retries,unresolved_obligations,attempts,char_budget,latency_ms,active_mutation_ids,active_mutation_epoch_count,hard_floor_regression_count,rollback_failures
20260511,strong_static_calibrated,14,longrun_eval,safe_expression_burst,8,5,6250,6,16877,3,0,0,3,8,1534,73450,[],0,0,0
20260511,strong_static_calibrated,15,longrun_eval,recovery,8,5,6250,6,21734,3,0,0,3,8,1759,119796,[],0,0,0
20260511,strong_static_calibrated,16,longrun_eval,schema_drift,8,6,7500,4,19041,2,0,0,2,8,1715,93285,[],0,0,0
20260511,strong_static_calibrated,17,longrun_eval,validator_burst,8,6,7500,4,18514,2,0,0,2,8,1616,89017,[],0,0,0
20260511,strong_static_calibrated,18,longrun_eval,context_budget_burst,8,6,7500,4,16807,2,0,0,2,8,1627,71847,[],0,0,0
20260511,strong_static_calibrated,19,longrun_eval,receipt_family_burst,8,7,8750,2,18056,1,0,0,1,8,1715,83448,[],0,0,0
20260511,strong_static_calibrated,20,longrun_eval,safe_expression_burst,8,6,7500,4,16807,2,0,0,2,8,1533,72767,[],0,0,0
20260512,oasg_adaptive_from_strong,4,longrun_eval,schema_drift,8,5,6250,6,16633,3,0,0,3,8,1572,70635,[],0,0,0
20260512,oasg_adaptive_from_strong,5,longrun_eval,validator_burst,8,5,6250,6,16858,3,0,0,3,8,1622,72397,[],0,0,0
20260512,oasg_adaptive_from_strong,6,longrun_eval,context_budget_burst,8,5,6250,6,17491,3,0,0,3,8,1579,79152,[],0,0,0
20260512,oasg_adaptive_from_strong,7,longrun_eval,receipt_family_burst,8,5,6250,6,21569,3,0,0,3,8,1841,117332,[],0,0,0
20260512,oasg_adaptive_from_strong,8,longrun_eval,safe_expression_burst,8,6,7500,4,19218,2,0,0,2,8,1719,95014,[],0,0,0
20260512,oasg_adaptive_from_strong,9,longrun_eval,recovery,8,5,6250,6,21431,3,0,0,3,8,1793,116418,[],0,0,0
20260512,oasg_adaptive_from_strong,10,longrun_eval,schema_drift,8,5,6250,6,21460,3,0,0,3,8,1798,116652,[],0,0,0
20260512,oasg_adaptive_from_strong,11,longrun_eval,validator_burst,8,5,6250,6,16594,3,0,0,3,8,1628,69695,[],0,0,0
20260512,oasg_adaptive_from_strong,12,longrun_eval,context_budget_burst,8,4,5000,8,16609,4,0,0,4,8,1532,70796,[],0,0,0
20260512,oasg_adaptive_from_strong,13,longrun_eval,receipt_family_burst,8,4,5000,8,16682,4,0,0,4,8,1532,71527,[],0,0,0
20260512,oasg_adaptive_from_strong,14,longrun_eval,safe_expression_burst,8,6,7500,4,18029,2,0,0,2,8,1717,83172,[],0,0,0
20260512,oasg_adaptive_from_strong,15,longrun_eval,recovery,8,6,7500,4,18286,2,0,0,2,8,1628,86622,[],0,0,0
20260512,oasg_adaptive_from_strong,16,longrun_eval,schema_drift,8,6,7500,4,18428,2,0,0,2,8,1709,87217,[],0,0,0
20260512,oasg_adaptive_from_strong,17,longrun_eval,validator_burst,8,6,7500,4,19368,2,0,0,2,8,1704,96665,[],0,0,0
20260512,oasg_adaptive_from_strong,18,longrun_eval,context_budget_burst,8,4,5000,8,26590,4,0,0,4,8,1972,166214,[],0,0,0
20260512,oasg_adaptive_from_strong,19,longrun_eval,receipt_family_burst,8,6,7500,4,16831,2,0,0,2,8,1578,72571,[],0,0,0
20260512,oasg_adaptive_from_strong,20,longrun_eval,safe_expression_burst,8,6,7500,4,16833,2,0,0,2,8,1620,72169,[],0,0,0
20260512,strong_positive_control,4,longrun_eval,schema_drift,8,5,6250,6,16625,3,0,0,3,8,1572,70566,[],0,0,0
20260512,strong_positive_control,5,longrun_eval,validator_burst,8,5,6250,6,16861,3,0,0,3,8,1622,72435,[],0,0,0
20260512,strong_positive_control,6,longrun_eval,context_budget_burst,8,5,6250,6,17521,3,0,0,3,8,1579,79463,[],0,0,0
20260512,strong_positive_control,7,longrun_eval,receipt_family_burst,8,5,6250,6,21701,3,0,0,3,8,1841,118646,[],0,0,0
20260512,strong_positive_control,8,longrun_eval,safe_expression_burst,8,6,7500,4,19102,2,0,0,2,8,1719,93874,[],0,0,0
20260512,strong_positive_control,9,longrun_eval,recovery,8,5,6250,6,21199,3,0,0,3,8,1793,114108,[],0,0,0
20260512,strong_positive_control,10,longrun_eval,schema_drift,8,5,6250,6,21674,3,0,0,3,8,1798,118796,[],0,0,0
20260512,strong_positive_control,11,longrun_eval,validator_burst,8,5,6250,6,16602,3,0,0,3,8,1628,69781,[],0,0,0
20260512,strong_positive_control,12,longrun_eval,context_budget_burst,8,4,5000,8,16599,4,0,0,4,8,1532,70715,[],0,0,0
20260512,strong_positive_control,13,longrun_eval,receipt_family_burst,8,4,5000,8,16644,4,0,0,4,8,1532,71156,[],0,0,0
20260512,strong_positive_control,14,longrun_eval,safe_expression_burst,8,6,7500,4,18078,2,0,0,2,8,1717,83655,[],0,0,0
20260512,strong_positive_control,15,longrun_eval,recovery,8,6,7500,4,18250,2,0,0,2,8,1628,86264,[],0,0,0
20260512,strong_positive_control,16,longrun_eval,schema_drift,8,6,7500,4,18245,2,0,0,2,8,1709,85414,[],0,0,0
20260512,strong_positive_control,17,longrun_eval,validator_burst,8,6,7500,4,19287,2,0,0,2,8,1704,95873,[],0,0,0
20260512,strong_positive_control,18,longrun_eval,context_budget_burst,8,4,5000,8,26399,4,0,0,4,8,1972,164296,[],0,0,0
20260512,strong_positive_control,19,longrun_eval,receipt_family_burst,8,6,7500,4,16900,2,0,0,2,8,1578,73256,[],0,0,0
20260512,strong_positive_control,20,longrun_eval,safe_expression_burst,8,6,7500,4,16801,2,0,0,2,8,1620,71840,[],0,0,0
20260512,strong_rule_adaptive_control,4,longrun_eval,schema_drift,8,5,6250,6,16606,3,0,0,3,8,1572,70378,[],0,0,0
20260512,strong_rule_adaptive_control,5,longrun_eval,validator_burst,8,5,6250,6,16985,3,0,0,3,8,1622,73667,[],0,0,0
20260512,strong_rule_adaptive_control,6,longrun_eval,context_budget_burst,8,5,6250,6,17486,3,0,0,3,8,1579,79122,[],0,0,0
20260512,strong_rule_adaptive_control,7,longrun_eval,receipt_family_burst,8,5,6250,6,21676,3,0,0,3,8,1841,118378,[],0,0,0
20260512,strong_rule_adaptive_control,8,longrun_eval,safe_expression_burst,8,6,7500,4,19104,2,0,0,2,8,1719,93882,[],0,0,0
20260512,strong_rule_adaptive_control,9,longrun_eval,recovery,8,5,6250,6,21369,3,0,0,3,8,1793,115797,[],0,0,0
20260512,strong_rule_adaptive_control,10,longrun_eval,schema_drift,8,5,6250,6,21688,3,0,0,3,8,1798,118933,[],0,0,0
20260512,strong_rule_adaptive_control,11,longrun_eval,validator_burst,8,5,6250,6,16632,3,0,0,3,8,1628,70072,[],0,0,0
20260512,strong_rule_adaptive_control,12,longrun_eval,context_budget_burst,8,4,5000,8,16600,4,0,0,4,8,1532,70708,[],0,0,0
20260512,strong_rule_adaptive_control,13,longrun_eval,receipt_family_burst,8,4,5000,8,16640,4,0,0,4,8,1532,71121,[],0,0,0
20260512,strong_rule_adaptive_control,14,longrun_eval,safe_expression_burst,8,6,7500,4,18213,2,0,0,2,8,1717,84999,[],0,0,0
20260512,strong_rule_adaptive_control,15,longrun_eval,recovery,8,6,7500,4,18263,2,0,0,2,8,1628,86386,[],0,0,0
20260512,strong_rule_adaptive_control,16,longrun_eval,schema_drift,8,6,7500,4,18240,2,0,0,2,8,1709,85355,[],0,0,0
20260512,strong_rule_adaptive_control,17,longrun_eval,validator_burst,8,6,7500,4,19372,2,0,0,2,8,1704,96723,[],0,0,0
20260512,strong_rule_adaptive_control,18,longrun_eval,context_budget_burst,8,4,5000,8,26628,4,0,0,4,8,1972,166591,[],0,0,0
20260512,strong_rule_adaptive_control,19,longrun_eval,receipt_family_burst,8,6,7500,4,16993,2,0,0,2,8,1578,74180,[],0,0,0
20260512,strong_rule_adaptive_control,20,longrun_eval,safe_expression_burst,8,6,7500,4,17026,2,0,0,2,8,1620,74106,[],0,0,0
20260512,strong_static_calibrated,4,longrun_eval,schema_drift,8,5,6250,6,16701,3,0,0,3,8,1572,71309,[],0,0,0
20260512,strong_static_calibrated,5,longrun_eval,validator_burst,8,5,6250,6,16931,3,0,0,3,8,1622,73134,[],0,0,0
20260512,strong_static_calibrated,6,longrun_eval,context_budget_burst,8,5,6250,6,17525,3,0,0,3,8,1579,79500,[],0,0,0
20260512,strong_static_calibrated,7,longrun_eval,receipt_family_burst,8,5,6250,6,21545,3,0,0,3,8,1841,117080,[],0,0,0
20260512,strong_static_calibrated,8,longrun_eval,safe_expression_burst,8,6,7500,4,19051,2,0,0,2,8,1719,93342,[],0,0,0
20260512,strong_static_calibrated,9,longrun_eval,recovery,8,5,6250,6,21316,3,0,0,3,8,1793,115276,[],0,0,0
20260512,strong_static_calibrated,10,longrun_eval,schema_drift,8,5,6250,6,21942,3,0,0,3,8,1798,121466,[],0,0,0
20260512,strong_static_calibrated,11,longrun_eval,validator_burst,8,5,6250,6,16661,3,0,0,3,8,1628,70357,[],0,0,0
20260512,strong_static_calibrated,12,longrun_eval,context_budget_burst,8,4,5000,8,16676,4,0,0,4,8,1532,71481,[],0,0,0
20260512,strong_static_calibrated,13,longrun_eval,receipt_family_burst,8,4,5000,8,16741,4,0,0,4,8,1532,72138,[],0,0,0
20260512,strong_static_calibrated,14,longrun_eval,safe_expression_burst,8,6,7500,4,18062,2,0,0,2,8,1717,83483,[],0,0,0
20260512,strong_static_calibrated,15,longrun_eval,recovery,8,6,7500,4,18261,2,0,0,2,8,1628,86368,[],0,0,0
20260512,strong_static_calibrated,16,longrun_eval,schema_drift,8,6,7500,4,18324,2,0,0,2,8,1709,86182,[],0,0,0
20260512,strong_static_calibrated,17,longrun_eval,validator_burst,8,6,7500,4,19252,2,0,0,2,8,1704,95517,[],0,0,0
20260512,strong_static_calibrated,18,longrun_eval,context_budget_burst,8,4,5000,8,26519,4,0,0,4,8,1972,165515,[],0,0,0
20260512,strong_static_calibrated,19,longrun_eval,receipt_family_burst,8,6,7500,4,16840,2,0,0,2,8,1578,72665,[],0,0,0
20260512,strong_static_calibrated,20,longrun_eval,safe_expression_burst,8,6,7500,4,16771,2,0,0,2,8,1620,71545,[],0,0,0
20260513,oasg_adaptive_from_strong,4,longrun_eval,schema_drift,8,6,7500,4,17308,2,0,0,2,8,1621,76909,[],0,0,0
20260513,oasg_adaptive_from_strong,5,longrun_eval,validator_burst,8,4,5000,8,21250,4,0,0,4,8,1748,115054,[],0,0,0
20260513,oasg_adaptive_from_strong,6,longrun_eval,context_budget_burst,8,6,7500,4,16636,2,0,0,2,8,1622,70170,[],0,0,0
20260513,oasg_adaptive_from_strong,7,longrun_eval,receipt_family_burst,8,6,7500,4,17510,2,0,0,2,8,1675,78371,[],0,0,0
20260513,oasg_adaptive_from_strong,8,longrun_eval,safe_expression_burst,8,6,7500,4,18233,2,0,0,2,8,1663,85735,[],0,0,0
20260513,oasg_adaptive_from_strong,9,longrun_eval,recovery,8,6,7500,4,16758,2,0,0,2,8,1668,70938,[],0,0,0
20260513,oasg_adaptive_from_strong,10,longrun_eval,schema_drift,8,5,6250,6,22768,3,0,0,3,8,1842,129296,[],0,0,0
20260513,oasg_adaptive_from_strong,11,longrun_eval,validator_burst,8,5,6250,6,16738,3,0,0,3,8,1531,72102,[],0,0,0
20260513,oasg_adaptive_from_strong,12,longrun_eval,context_budget_burst,8,5,6250,6,17224,3,0,0,3,8,1635,75905,[],0,0,0
20260513,oasg_adaptive_from_strong,13,longrun_eval,receipt_family_burst,8,6,7500,4,16897,2,0,0,2,8,1672,72265,[],0,0,0
20260513,oasg_adaptive_from_strong,14,longrun_eval,safe_expression_burst,8,6,7500,4,16893,2,0,0,2,8,1530,73657,[],0,0,0
20260513,oasg_adaptive_from_strong,15,longrun_eval,recovery,8,5,6250,8,27253,3,2,0,3,8,1396,178605,[],0,0,0
20260513,oasg_adaptive_from_strong,16,longrun_eval,schema_drift,8,6,7500,4,18258,2,0,0,2,8,1670,85926,[],0,0,0
20260513,oasg_adaptive_from_strong,17,longrun_eval,validator_burst,8,5,6250,6,23520,3,0,0,3,8,1752,137717,[],0,0,0
20260513,oasg_adaptive_from_strong,18,longrun_eval,context_budget_burst,8,6,7500,4,22371,2,0,0,2,8,1674,127008,[],0,0,0
20260513,oasg_adaptive_from_strong,19,longrun_eval,receipt_family_burst,8,6,7500,4,18317,2,0,0,2,8,1533,87876,[],0,0,0
20260513,oasg_adaptive_from_strong,20,longrun_eval,safe_expression_burst,8,5,6250,6,19591,3,0,0,3,8,1611,99840,[],0,0,0
20260513,strong_positive_control,4,longrun_eval,schema_drift,8,6,7500,4,17313,2,0,0,2,8,1621,76960,[],0,0,0
20260513,strong_positive_control,5,longrun_eval,validator_burst,8,4,5000,8,21234,4,0,0,4,8,1748,114890,[],0,0,0
20260513,strong_positive_control,6,longrun_eval,context_budget_burst,8,6,7500,4,16609,2,0,0,2,8,1622,69911,[],0,0,0
20260513,strong_positive_control,7,longrun_eval,receipt_family_burst,8,6,7500,4,17498,2,0,0,2,8,1675,78258,[],0,0,0
20260513,strong_positive_control,8,longrun_eval,safe_expression_burst,8,6,7500,4,18236,2,0,0,2,8,1663,85778,[],0,0,0
20260513,strong_positive_control,9,longrun_eval,recovery,8,6,7500,4,16662,2,0,0,2,8,1668,69991,[],0,0,0
20260513,strong_positive_control,10,longrun_eval,schema_drift,8,5,6250,6,22767,3,0,0,3,8,1842,129292,[],0,0,0
20260513,strong_positive_control,11,longrun_eval,validator_burst,8,5,6250,6,16789,3,0,0,3,8,1531,72614,[],0,0,0
20260513,strong_positive_control,12,longrun_eval,context_budget_burst,8,5,6250,6,17405,3,0,0,3,8,1635,77729,[],0,0,0
20260513,strong_positive_control,13,longrun_eval,receipt_family_burst,8,6,7500,4,16959,2,0,0,2,8,1672,72903,[],0,0,0
20260513,strong_positive_control,14,longrun_eval,safe_expression_burst,8,6,7500,4,16769,2,0,0,2,8,1530,72429,[],0,0,0
20260513,strong_positive_control,15,longrun_eval,recovery,8,5,6250,6,23451,3,0,0,3,8,1842,136111,[],0,0,0
20260513,strong_positive_control,16,longrun_eval,schema_drift,8,6,7500,4,17337,2,0,0,2,8,1670,76708,[],0,0,0
20260513,strong_positive_control,17,longrun_eval,validator_burst,8,5,6250,6,21521,3,0,0,3,8,1752,117725,[],0,0,0
20260513,strong_positive_control,18,longrun_eval,context_budget_burst,8,6,7500,4,19619,2,0,0,2,8,1674,99478,[],0,0,0
20260513,strong_positive_control,19,longrun_eval,receipt_family_burst,8,6,7500,4,16597,2,0,0,2,8,1533,70688,[],0,0,0
20260513,strong_positive_control,20,longrun_eval,safe_expression_burst,8,5,6250,6,18202,3,0,0,3,8,1611,85937,[],0,0,0
20260513,strong_rule_adaptive_control,4,longrun_eval,schema_drift,8,6,7500,5,19379,2,1,0,2,8,1398,99842,[],0,0,0
20260513,strong_rule_adaptive_control,5,longrun_eval,validator_burst,8,4,5000,10,24518,4,2,0,4,8,1302,152196,[],0,0,0
20260513,strong_rule_adaptive_control,6,longrun_eval,context_budget_burst,8,6,7500,5,18698,2,1,0,2,8,1399,93018,[],0,0,0
20260513,strong_rule_adaptive_control,7,longrun_eval,receipt_family_burst,8,6,7500,5,19806,2,1,0,2,8,1452,103583,[],0,0,0
20260513,strong_rule_adaptive_control,8,longrun_eval,safe_expression_burst,8,6,7500,5,20702,2,1,0,2,8,1440,112666,[],0,0,0
20260513,strong_rule_adaptive_control,9,longrun_eval,recovery,8,6,7500,4,18346,2,0,0,2,8,1668,86829,[],0,0,0
20260513,strong_rule_adaptive_control,10,longrun_eval,schema_drift,8,5,6250,6,24239,3,0,0,3,8,1842,143999,[],0,0,0
20260513,strong_rule_adaptive_control,11,longrun_eval,validator_burst,8,5,6250,6,17605,3,0,0,3,8,1531,80790,[],0,0,0
20260513,strong_rule_adaptive_control,12,longrun_eval,context_budget_burst,8,5,6250,6,18075,3,0,0,3,8,1635,84442,[],0,0,0
20260513,strong_rule_adaptive_control,13,longrun_eval,receipt_family_burst,8,6,7500,4,17754,2,0,0,2,8,1672,80861,[],0,0,0
20260513,strong_rule_adaptive_control,14,longrun_eval,safe_expression_burst,8,6,7500,4,17876,2,0,0,2,8,1530,83484,[],0,0,0
20260513,strong_rule_adaptive_control,15,longrun_eval,recovery,8,5,6250,6,24689,3,0,0,3,8,1842,148507,[],0,0,0
20260513,strong_rule_adaptive_control,16,longrun_eval,schema_drift,8,6,7500,4,17853,2,0,0,2,8,1670,81853,[],0,0,0
20260513,strong_rule_adaptive_control,17,longrun_eval,validator_burst,8,5,6250,6,24473,3,0,0,3,8,1752,147238,[],0,0,0
20260513,strong_rule_adaptive_control,18,longrun_eval,context_budget_burst,8,6,7500,4,21284,2,0,0,2,8,1674,116135,[],0,0,0
20260513,strong_rule_adaptive_control,19,longrun_eval,receipt_family_burst,8,6,7500,4,17535,2,0,0,2,8,1533,80052,[],0,0,0
20260513,strong_rule_adaptive_control,20,longrun_eval,safe_expression_burst,8,5,6250,6,19252,3,0,0,3,8,1611,96454,[],0,0,0
20260513,strong_static_calibrated,4,longrun_eval,schema_drift,8,6,7500,4,17279,2,0,0,2,8,1621,76612,[],0,0,0
20260513,strong_static_calibrated,5,longrun_eval,validator_burst,8,4,5000,8,21382,4,0,0,4,8,1748,116378,[],0,0,0
20260513,strong_static_calibrated,6,longrun_eval,context_budget_burst,8,6,7500,4,16693,2,0,0,2,8,1622,70743,[],0,0,0
20260513,strong_static_calibrated,7,longrun_eval,receipt_family_burst,8,6,7500,4,17540,2,0,0,2,8,1675,78680,[],0,0,0
20260513,strong_static_calibrated,8,longrun_eval,safe_expression_burst,8,6,7500,4,18249,2,0,0,2,8,1663,85905,[],0,0,0
20260513,strong_static_calibrated,9,longrun_eval,recovery,8,6,7500,4,16695,2,0,0,2,8,1668,70304,[],0,0,0
20260513,strong_static_calibrated,10,longrun_eval,schema_drift,8,5,6250,6,22860,3,0,0,3,8,1842,130210,[],0,0,0
20260513,strong_static_calibrated,11,longrun_eval,validator_burst,8,5,6250,6,16698,3,0,0,3,8,1531,71709,[],0,0,0
20260513,strong_static_calibrated,12,longrun_eval,context_budget_burst,8,5,6250,6,17217,3,0,0,3,8,1635,75867,[],0,0,0
20260513,strong_static_calibrated,13,longrun_eval,receipt_family_burst,8,6,7500,4,16832,2,0,0,2,8,1672,71628,[],0,0,0
20260513,strong_static_calibrated,14,longrun_eval,safe_expression_burst,8,6,7500,4,16679,2,0,0,2,8,1530,71532,[],0,0,0
20260513,strong_static_calibrated,15,longrun_eval,recovery,8,5,6250,6,23409,3,0,0,3,8,1842,135719,[],0,0,0
20260513,strong_static_calibrated,16,longrun_eval,schema_drift,8,6,7500,4,16984,2,0,0,2,8,1670,73172,[],0,0,0
20260513,strong_static_calibrated,17,longrun_eval,validator_burst,8,5,6250,6,21393,3,0,0,3,8,1752,116450,[],0,0,0
20260513,strong_static_calibrated,18,longrun_eval,context_budget_burst,8,6,7500,4,19752,2,0,0,2,8,1674,100812,[],0,0,0
20260513,strong_static_calibrated,19,longrun_eval,receipt_family_burst,8,6,7500,4,16619,2,0,0,2,8,1533,70896,[],0,0,0
20260513,strong_static_calibrated,20,longrun_eval,safe_expression_burst,8,5,6250,6,18493,3,0,0,3,8,1611,88852,[],0,0,0
